Part,Section,Parser ID,Node ID,Question text,Data type,Checkboxes,Dropdown list,Condition,Review hints,Repetition group,Property name,Notes
A,12 - Drug Activity,a-12-1f0f93-0,2568,State or Territory,dropdown,,STATE_OR_TERRITORY,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider U.S. Address.,,voluntaryTreatmentActivities,providerUsAddressState,
A,12 - Drug Activity,a-12-4d9607-0,2570,ZIP Code,text,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider U.S. Address.,,voluntaryTreatmentActivities,providerUsAddressZipcode,
A,12 - Drug Activity,a-12-1a9840-0,2572,Is this a U.S. military installation?,boolean,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider U.S. Address.,,voluntaryTreatmentActivities,providerUsAddressIsMilitaryInstallation,
A,12 - Drug Activity,a-12-13ea37-0,2576,What is the name of the U.S. military installation?,text,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider U.S. Address and Military Installation,,voluntaryTreatmentActivities,providerUsAddressMilitaryInstallationName,
A,12 - Drug Activity,a-12-1dbdf4-0,2582,City,text,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider Non-U.S. Address,,voluntaryTreatmentActivities,providerNonUsAddressCity,
A,12 - Drug Activity,a-12-170000-0,2584,Country,dropdown,,COUNTRY,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider Non-U.S. Address,,voluntaryTreatmentActivities,providerNonUsAddressCountry,
A,12 - Drug Activity,a-12-431384-0,2586,Is this a U.S. military installation or U.S. diplomatic facility?,boolean,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider Non-U.S. Address,,voluntaryTreatmentActivities,providerNonUsAddressIsUsgFacility,
A,12 - Drug Activity,a-12-1289f9-0,2590,What is the name of the U.S. military installation or U.S. diplomatic facility?,text,Not Applicable (Text),,"for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider Non-U.S. Address, U.S. Military Installation or U.S. Diplomatic Facility.",,voluntaryTreatmentActivities,providerNonUsUsgFacilityName,
A,12 - Drug Activity,a-12-1d42d8-0,2593,What is the APO/FPO/DPO ZIP Code?,text,,,"for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Provider Non-U.S. Address, U.S. Military Installation or U.S. Diplomatic Facility.",,voluntaryTreatmentActivities,proivderNonUsAddressUsgFacilityPostcode,
A,12 - Drug Activity,a-12-1dd56f-0,2596,Did you complete this counseling or treatment?,boolean,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Completed Question.,,voluntaryTreatmentActivities,treatmentCompleted,
A,12 - Drug Activity,a-12-f4f917-0,2600,What is the current status of your counseling or treatment?,text,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Not Completed.,,voluntaryTreatmentActivities,treatmentCurrentStatus,
A,12 - Drug Activity,a-12-121755-0,2603,"Do you have another instance where you voluntarily went to counseling or treatment as a result of your illegal use of drugs, controlled substances, or misuse of prescription drugs in the past five years or since the age of 16 (if you are under 21) to report?",boolean,,,for Affirmative Answer to Voluntary Treatment because of Illegal Drug Use or Misuse of Prescription Drugs in the Past Five Years. Another Instance to Report.,,,IGNORE,
A,13 - Marijuana and Cannabis Derivative Use,a-13-17cfcc-0,2608,Have you used marijuana or a cannabis derivative in the last 90 days?,boolean,,,,,,haveUsedCannabisRecently,
A,13 - Marijuana and Cannabis Derivative Use,a-13-1bb8f0-0,2612,"When, within the last five years, was the first time you used marijuana or a cannabis derivative?",month,Estimated,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. Dates, Frequency, Circumstances, or used while in National Security Position.",,,fiveYearStartDate,
A,13 - Marijuana and Cannabis Derivative Use,a-13-7d1b42-0,2615,"When, within the last five years, was the most recent time you used marijuana or a cannabis derivative?",month,Estimated,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. Dates, Frequency, Circumstances, or used while in National Security Position.",,,fiveYearEndDate,
A,13 - Marijuana and Cannabis Derivative Use,a-13-1a5062-0,2618,How often have you used marijuana or a cannabis derivative in the last five years?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. Dates, Frequency, Circumstances, or used while in National Security Position.",,,howManyTimes,
A,13 - Marijuana and Cannabis Derivative Use,a-13-197c3a-0,2620,What were the circumstances surrounding your use of marijuana or a cannabis derivative?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. Dates, Frequency, Circumstances, or used while in National Security Position.",,,circumstances,
A,13 - Marijuana and Cannabis Derivative Use,a-13-15a7d8-0,2622,"Did you use marijuana or a cannabis derivative while in a national security position in the last 90 days? (A national security position is defined as any position in a department or agency, where the occupant of which could bring about, by virtue of the nature position, a material adverse effect on the national security regardless of whether the occupant has access to classified information and regardless of whether the occupant is an employee, military service member, or contractor.)",boolean,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. Dates, Frequency, Circumstances, or used while in National Security Position.",,,usedWhileInNsPositionRecently,
A,13 - Marijuana and Cannabis Derivative Use,a-13-84de9a-0,2626,Please explain. (Include when and how many times you used marijuana or a cannabis derivative while in a national security position.),text,,,for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. Explanation.,,,usedWhileInNsPositionRecently,"I think the conditional logic is wrong here, should refer to the use in a national security position answer."
A,13 - Marijuana and Cannabis Derivative Use,a-13-48a989-0,2629,"Did you use marijuana or a cannabis derivative while employed in a criminal justice or public safety position in the last 90 days? (""While employed"" does not necessarily mean your use was ""on the clock” or “on duty"".)",boolean,,,for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in Criminal Justice/Public Safety Position.,,,usedWhileInCjpsPositionRecently,
A,13 - Marijuana and Cannabis Derivative Use,a-13-13389f-0,2633,What criminal justice or public safety position were you in?,dropdown,,PUBLIC_SAFETY_JOB,for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in Criminal Justice/Public Safety Position. Type of Position.,,,cjpsPositionType,
A,13 - Marijuana and Cannabis Derivative Use,a-13-f237f8-0,2635,Please explain. (Include when and how many times you used marijuana or a cannabis derivative while employed in a criminal justice or public safety position.),text,,,for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in Criminal Justice/Public Safety Position. Type of Position.,,,cjpsPositionTypeOtherExplanation,
A,13 - Marijuana and Cannabis Derivative Use,a-13-950c02-0,2638,"Have you ever used marijuana or a cannabis derivative while in a national security position? (Answer ""No"" if this occurred in the past 90 days and you listed it above.)",boolean,,,,,,otherUseWhileInNsPosition,
A,13 - Marijuana and Cannabis Derivative Use,a-13-8a600a-0,2642,When was the first time you used marijuana or a cannabis derivative while in a national security position?,month,Estimated,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in National Security Position. Dates, Frequency, Circumstances.",,otherUseInNsPositionActivities,cannabisUseInNationalSecurityPositionStartDate,
A,13 - Marijuana and Cannabis Derivative Use,a-13-11f4bf-0,2645,When was the most recent time you used marijuana or a cannabis derivative while in a national security position?,month,Estimated,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in National Security Position. Dates, Frequency, Circumstances.",,otherUseInNsPositionActivities,cannabisUseInNationalSecurityPositionMostRecentDate,
A,13 - Marijuana and Cannabis Derivative Use,a-13-15a9a2-0,2648,How often did you use marijuana or a cannabis derivative while in a national security position?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in National Security Position. Dates, Frequency, Circumstances.",,otherUseInNsPositionActivities,cannabisUseInNationalSecurityPositionHowOften,
A,13 - Marijuana and Cannabis Derivative Use,a-13-1cf920-0,2650,How many times did you use marijuana or a cannabis derivative while in this national security position?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in National Security Position. Dates, Frequency, Circumstances.",,otherUseInNsPositionActivities,cannabisUseInNationalSecurityPositionHowManyTimes,
A,13 - Marijuana and Cannabis Derivative Use,a-13-189a96-0,2652,What were the circumstances surrounding your use of marijuana or a cannabis derivative while in a national security position?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in National Security Position. Dates, Frequency, Circumstances.",,otherUseInNsPositionActivities,cannabisUseInNationalSecurityPositionCircumstances,
A,13 - Marijuana and Cannabis Derivative Use,a-13-83cea1-0,2654,Do you have another instance of using marijuana or a cannabis derivative while in a national security position to report?,boolean,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use in the Last 90 Days. While in National Security Position. Dates, Frequency, Circumstances.",,,IGNORE,
A,13 - Marijuana and Cannabis Derivative Use,a-13-1a7497-0,2658,"Have you ever used marijuana or a cannabis derivative while employed in a criminal justice or public safety position? (""While employed"" does not necessarily mean your use was ""on the clock” or “on duty"".) (Answer ""No"" if this occurred in the past 90 days and you listed it above.)",boolean,,,,,,cannabisUseInJusticeOrPublicSafetyPosition,
A,13 - Marijuana and Cannabis Derivative Use,a-13-f1faea-0,2662,When was the first time you used marijuana or a cannabis derivative while in a criminal justice or public safety position?,month,Estimated,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use While Employed in Criminal Justice/Public Safety Position Not Already listed. Dates, Frequency, Circumstances. Another Instance to Report.",,otherUseInCjpsPositionActivities,startDate,
A,13 - Marijuana and Cannabis Derivative Use,a-13-122800-0,2665,When was the last time you used marijuana or a cannabis derivative while in a criminal justice or public safety position?,month,Estimated,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use While Employed in Criminal Justice/Public Safety Position Not Already listed. Dates, Frequency, Circumstances. Another Instance to Report.",,otherUseInCjpsPositionActivities,endDate,
A,13 - Marijuana and Cannabis Derivative Use,a-13-63bec3-0,2668,How often did you use marijuana or a cannabis derivative while in a criminal justice or public safety position?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use While Employed in Criminal Justice/Public Safety Position Not Already listed. Dates, Frequency, Circumstances. Another Instance to Report.",,otherUseInCjpsPositionActivities,howOften,
A,13 - Marijuana and Cannabis Derivative Use,a-13-c37d25-0,2670,How many times did you use marijuana or a cannabis derivative while in a criminal justice or public safety position?,text,,,"for Affirmative Answer to Marijuana/Cannabis Derivative Use While Employed in Criminal Justice/Public Safety Position Not Already listed. Dates, Frequency, Circumstances. Another Instance to Report.",,otherUseInCjpsPositionActivities,howManyTimes,
